entity_id,trip_id,route_id,start_time,start_date,stop_id,stop_sequence,arrival_delay_sec,arrival_delay_min,arrival_time,departure_delay_sec,departure_time,fetched_at
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2322232,6,133,2.2,1773220033,136,1773220096,2026-03-11T22:06:00.410280
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2322242,7,124,2.1,1773220204,109,1773220249,2026-03-11T22:06:00.410309
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2322222,8,142,2.4,1773220342,135,1773220395,2026-03-11T22:06:00.410338
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2322252,9,117,1.9,1773220497,178,1773220558,2026-03-11T22:06:00.410369
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2323322,10,122,2.0,1773220682,179,1773220739,2026-03-11T22:06:00.410411
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2323332,11,129,2.1,1773220869,185,1773220925,2026-03-11T22:06:00.410445
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2323312,12,108,1.8,1773220968,164,1773221024,2026-03-11T22:06:00.410482
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2320302,13,95,1.6,1773221135,147,1773221187,2026-03-11T22:06:00.410518
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2320312,14,88,1.5,1773221248,86,1773221306,2026-03-11T22:06:00.410562
20260311_220536_50,V779.110326.4.J.2.1948,4T.T.HUN,19:48:00,20260311,2320331,15,45,0.8,1773221445,0,0,2026-03-11T22:06:00.410598
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,229352,1,0,0.0,0,0,0,2026-03-11T22:06:00.410667
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2303151,2,99,1.6,1773221559,158,1773221618,2026-03-11T22:06:00.410699
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2304312,3,99,1.6,1773221799,103,1773221863,2026-03-11T22:06:00.410731
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2304302,4,134,2.2,1773222014,129,1773222069,2026-03-11T22:06:00.410760
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2322222,5,85,1.4,1773222445,141,1773222501,2026-03-11T22:06:00.410789
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2322252,6,63,1.1,1773222603,103,1773222643,2026-03-11T22:06:00.410820
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2323322,7,69,1.1,1773222789,124,1773222844,2026-03-11T22:06:00.410850
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2323332,8,78,1.3,1773222978,76,1773223036,2026-03-11T22:06:00.410879
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2320312,9,41,0.7,1773223241,33,1773223293,2026-03-11T22:06:00.410919
20260311_220536_51,V781.110326.4.J.2.2029,4T.T.HUN,20:29:00,20260311,2320331,10,4,0.1,1773223444,0,0,2026-03-11T22:06:00.410948
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,229351,1,0,0.0,0,32,1773222572,2026-03-11T22:06:00.411008
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2303151,2,-36,-0.6,1773222623,56,1773222776,2026-03-11T22:06:00.411091
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2304312,3,-11,-0.2,1773222948,32,1773222992,2026-03-11T22:06:00.411122
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2304302,4,18,0.3,1773223158,93,1773223233,2026-03-11T22:06:00.411149
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2304292,5,63,1.1,1773223323,62,1773223382,2026-03-11T22:06:00.411179
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2322232,6,91,1.5,1773223591,88,1773223648,2026-03-11T22:06:00.411206
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2322242,7,91,1.5,1773223771,81,1773223821,2026-03-11T22:06:00.411233
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2322222,8,113,1.9,1773223913,125,1773223985,2026-03-11T22:06:00.411271
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2322252,9,113,1.9,1773224093,174,1773224154,2026-03-11T22:06:00.411321
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2323322,10,132,2.2,1773224292,195,1773224355,2026-03-11T22:06:00.411350
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2323332,11,150,2.5,1773224490,221,1773224561,2026-03-11T22:06:00.411378
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2323312,12,154,2.6,1773224614,210,1773224670,2026-03-11T22:06:00.411407
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2320302,13,152,2.5,1773224792,210,1773224850,2026-03-11T22:06:00.411434
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2320312,14,155,2.6,1773224915,153,1773224973,2026-03-11T22:06:00.411462
20260311_220536_52,V783.110326.4.J.2.2049,4T.T.HUN,20:49:00,20260311,2320331,15,116,1.9,1773225116,0,0,2026-03-11T22:06:00.411489
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2320331,1,0,0.0,0,0,0,2026-03-11T22:06:00.411559
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2320311,2,0,0.0,0,0,0,2026-03-11T22:06:00.411588
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2320301,3,0,0.0,0,0,0,2026-03-11T22:06:00.411616
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2323311,4,0,0.0,0,0,0,2026-03-11T22:06:00.411663
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2323331,5,0,0.0,0,0,0,2026-03-11T22:06:00.411690
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2323321,6,0,0.0,0,0,0,2026-03-11T22:06:00.411716
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2322251,7,0,0.0,0,0,0,2026-03-11T22:06:00.411743
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2322221,8,0,0.0,0,0,0,2026-03-11T22:06:00.411771
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2322241,9,0,0.0,0,0,0,2026-03-11T22:06:00.411797
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2322231,10,0,0.0,0,0,0,2026-03-11T22:06:00.411823
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2304291,11,0,0.0,0,0,0,2026-03-11T22:06:00.411849
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2304301,12,0,0.0,0,0,0,2026-03-11T22:06:00.411875
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2304311,13,0,0.0,0,0,0,2026-03-11T22:06:00.411900
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,2303152,14,0,0.0,0,0,0,2026-03-11T22:06:00.411935
20260311_220536_53,V784.110326.4.N.2.2237,4T.T.HUN,22:37:00,20260311,229351,15,0,0.0,0,0,0,2026-03-11T22:06:00.411960
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,229354,1,0,0.0,0,177,1773224457,2026-03-11T22:06:00.412040
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2303151,2,137,2.3,1773224537,183,1773224583,2026-03-11T22:06:00.412092
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2304312,3,134,2.2,1773224774,134,1773224834,2026-03-11T22:06:00.412121
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2304302,4,190,3.2,1773225010,177,1773225057,2026-03-11T22:06:00.412149
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2304292,5,187,3.1,1773225187,243,1773225243,2026-03-11T22:06:00.412177
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2322232,6,240,4.0,1773225480,233,1773225533,2026-03-11T22:06:00.412205
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2322242,7,251,4.2,1773225671,231,1773225711,2026-03-11T22:06:00.412233
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2322222,8,227,3.8,1773225827,285,1773225885,2026-03-11T22:06:00.412260
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2322252,9,285,4.8,1773226005,289,1773226069,2026-03-11T22:06:00.412301
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2323322,10,319,5.3,1773226219,325,1773226285,2026-03-11T22:06:00.412338
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2323332,11,343,5.7,1773226423,346,1773226486,2026-03-11T22:06:00.412366
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2323312,12,339,5.7,1773226539,340,1773226600,2026-03-11T22:06:00.412395
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2320302,13,364,6.1,1773226744,363,1773226803,2026-03-11T22:06:00.412423
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2320312,14,312,5.2,1773226872,311,1773226931,2026-03-11T22:06:00.412451
20260311_220536_54,V785.110326.4.N.2.2118,4T.T.HUN,21:18:00,20260311,2320331,15,357,6.0,1773227097,0,0,2026-03-11T22:06:00.412478
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2320331,1,0,0.0,0,0,0,2026-03-11T22:06:00.412533
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2320311,2,0,0.0,0,0,0,2026-03-11T22:06:00.412559
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2320301,3,0,0.0,0,0,0,2026-03-11T22:06:00.412585
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2323311,4,0,0.0,0,0,0,2026-03-11T22:06:00.412620
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2323331,5,0,0.0,0,0,0,2026-03-11T22:06:00.412647
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2323321,6,0,0.0,0,0,0,2026-03-11T22:06:00.412672
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2322251,7,0,0.0,0,0,0,2026-03-11T22:06:00.412697
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2322221,8,0,0.0,0,0,0,2026-03-11T22:06:00.412732
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2322241,9,0,0.0,0,0,0,2026-03-11T22:06:00.412759
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2322231,10,0,0.0,0,0,0,2026-03-11T22:06:00.412785
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2304291,11,0,0.0,0,0,0,2026-03-11T22:06:00.412811
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2304301,12,0,0.0,0,0,0,2026-03-11T22:06:00.412837
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2304311,13,0,0.0,0,0,0,2026-03-11T22:06:00.412863
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,2303152,14,0,0.0,0,0,0,2026-03-11T22:06:00.412898
20260311_220536_55,V788.110326.4.J.2.2337,4T.T.HUN,23:37:00,20260311,229351,15,0,0.0,0,0,0,2026-03-11T22:06:00.412922
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,229351,1,0,0.0,0,0,0,2026-03-11T22:06:00.412989
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2303151,2,0,0.0,0,0,0,2026-03-11T22:06:00.413015
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2304312,3,0,0.0,0,0,0,2026-03-11T22:06:00.413085
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2304302,4,0,0.0,0,0,0,2026-03-11T22:06:00.413123
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2304292,5,0,0.0,0,0,0,2026-03-11T22:06:00.413149
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2322232,6,0,0.0,0,0,0,2026-03-11T22:06:00.413174
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2322242,7,0,0.0,0,0,0,2026-03-11T22:06:00.413199
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2322222,8,0,0.0,0,0,0,2026-03-11T22:06:00.413224
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2322252,9,0,0.0,0,0,0,2026-03-11T22:06:00.413259
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2323322,10,0,0.0,0,0,0,2026-03-11T22:06:00.413284
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2323332,11,0,0.0,0,0,0,2026-03-11T22:06:00.413310
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2323312,12,0,0.0,0,0,0,2026-03-11T22:06:00.413336
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2320302,13,0,0.0,0,0,0,2026-03-11T22:06:00.413361
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2320312,14,0,0.0,0,0,0,2026-03-11T22:06:00.413388
20260311_220536_56,V789.110326.4.J.2.2218,4T.T.HUN,22:18:00,20260311,2320331,15,0,0.0,0,0,0,2026-03-11T22:06:00.413412
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,242062,1,0,0.0,0,68,1773217628,2026-03-11T22:06:00.413473
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2420101,2,105,1.8,1773217965,55,1773217975,2026-03-11T22:06:00.413503
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,242091,3,76,1.3,1773218296,88,1773218308,2026-03-11T22:06:00.413532
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,242071,4,-1,-0.0,1773218518,0,1773218530,2026-03-11T22:06:00.413570
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,242081,5,-23,-0.4,1773218916,33,1773218973,2026-03-11T22:06:00.413597
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,242141,6,-35,-0.6,1773219204,12,1773219252,2026-03-11T22:06:00.413625
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2320321,7,-3,-0.1,1773219716,6,1773219726,2026-03-11T22:06:00.413653
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2320331,8,-16,-0.3,1773220123,0,1773220186,2026-03-11T22:06:00.413689
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2320311,9,-9,-0.1,1773220310,1,1773220381,2026-03-11T22:06:00.413718
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2323331,10,-27,-0.5,1773220592,21,1773220641,2026-03-11T22:06:00.413755
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2323321,11,6,0.1,1773220806,55,1773220855,2026-03-11T22:06:00.413784
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2322251,12,43,0.7,1773221023,95,1773221075,2026-03-11T22:06:00.413813
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2322221,13,36,0.6,1773221196,94,1773221254,2026-03-11T22:06:00.413840
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2304301,14,57,0.9,1773221697,110,1773221750,2026-03-11T22:06:00.413877
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2304311,15,93,1.6,1773221913,152,1773221972,2026-03-11T22:06:00.413906
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,2303152,16,409,6.8,1773222409,409,1773222469,2026-03-11T22:06:00.413934
20260311_220536_57,V974.110326.4.N.2.1926,4T.T.HUN,19:26:00,20260311,229354,17,247,4.1,1773222547,0,0,2026-03-11T22:06:00.413960
20260311_220536_58,WN58.110326.4.1922,4T.T.BMT,19:22:00,20260311,2795201,1,0,0.0,0,882,1773218202,2026-03-11T22:06:00.414009
20260311_220536_58,WN58.110326.4.1922,4T.T.BMT,19:22:00,20260311,27874,2,1134,18.9,1773220314,1206,1773220386,2026-03-11T22:06:00.414074
20260311_220536_58,WN58.110326.4.1922,4T.T.BMT,19:22:00,20260311,2790154,3,1276,21.3,1773221416,1263,1773221463,2026-03-11T22:06:00.414104
20260311_220536_58,WN58.110326.4.1922,4T.T.BMT,19:22:00,20260311,2790141,4,1395,23.2,1773222735,0,0,2026-03-11T22:06:00.414131
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2000321,1,0,0.0,0,54,1773211374,2026-03-11T22:06:00.414185
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2150412,2,138,2.3,1773212838,163,1773212923,2026-03-11T22:06:00.414215
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2145663,3,143,2.4,1773213023,207,1773213087,2026-03-11T22:06:00.414254
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2750513,4,379,6.3,1773214579,387,1773214647,2026-03-11T22:06:00.414291
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2777192,5,321,5.3,1773215961,383,1773216023,2026-03-11T22:06:00.414320
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2780201,6,771,12.8,1773218451,801,1773218541,2026-03-11T22:06:00.414348
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,278652,7,736,12.3,1773219436,848,1773219548,2026-03-11T22:06:00.414375
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2790142,8,726,12.1,1773221046,800,1773221180,2026-03-11T22:06:00.414402
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2790154,9,935,15.6,1773222455,948,1773222528,2026-03-11T22:06:00.414429
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,27874,10,917,15.3,1773223457,929,1773223529,2026-03-11T22:06:00.414456
20260311_220536_59,WN77.110326.4.1742,4T.T.BMT,17:42:00,20260311,2795201,11,891,14.8,1773225411,0,0,2026-03-11T22:06:00.414483
20260311_220536_60,WN78.110326.4.2212,4T.T.BMT,22:12:00,20260311,2795201,1,0,0.0,0,0,0,2026-03-11T22:06:00.414529
20260311_220536_60,WN78.110326.4.2212,4T.T.BMT,22:12:00,20260311,27874,2,0,0.0,0,0,0,2026-03-11T22:06:00.414566
20260311_220536_60,WN78.110326.4.2212,4T.T.BMT,22:12:00,20260311,2790154,3,0,0.0,0,0,0,2026-03-11T22:06:00.414592
20260311_220536_60,WN78.110326.4.2212,4T.T.BMT,22:12:00,20260311,2790141,4,0,0.0,0,0,0,2026-03-11T22:06:00.414616
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2830143,1,0,0.0,0,57,1773199077,2026-03-11T22:06:00.414673
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,283111,2,255,4.2,1773200295,285,1773200385,2026-03-11T22:06:00.414701
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,282023,3,361,6.0,1773201361,392,1773201512,2026-03-11T22:06:00.414729
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,282024,4,524,8.7,1773202964,520,1773203020,2026-03-11T22:06:00.414756
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,280092,5,488,8.1,1773205388,546,1773205626,2026-03-11T22:06:00.414784
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,279822,6,701,11.7,1773206681,725,1773206705,2026-03-11T22:06:00.414821
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,27993,7,786,13.1,1773207306,873,1773207453,2026-03-11T22:06:00.414848
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2795201,8,1045,17.4,1773210325,1179,1773210579,2026-03-11T22:06:00.414886
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,27874,9,1353,22.6,1773212613,1390,1773212710,2026-03-11T22:06:00.414914
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2790154,10,1271,21.2,1773213611,1225,1773213625,2026-03-11T22:06:00.414943
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2790141,11,1204,20.1,1773214924,1230,1773215070,2026-03-11T22:06:00.414971
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2780201,12,1341,22.4,1773217701,1397,1773217817,2026-03-11T22:06:00.414999
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2750511,13,1590,26.5,1773221070,1655,1773221195,2026-03-11T22:06:00.415072
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2148534,14,1689,28.1,1773222009,1746,1773222126,2026-03-11T22:06:00.415104
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2150411,15,1840,30.7,1773222760,1902,1773222882,2026-03-11T22:06:00.415131
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2135232,16,1889,31.5,1773223589,1878,1773223698,2026-03-11T22:06:00.415159
20260311_220536_61,WT28.090326.31.X.5.1417,4T.T.WT28,14:17:00,20260311,2000323,17,1727,28.8,1773224327,0,0,2026-03-11T22:06:00.415185
